,movies
5245,Fun with Dick and Jane (2005)
5246,Casanova (2005)
5247,Nanny McPhee (2005)
5248,Silent Hill (2006)
5249,World Trade Center (2006)
5250,"Guardian, The (2006)"
5251,Man of the Year (2006)
5252,The Great Train Robbery (1903)
5253,Premonition (2007)
5254,TMNT (Teenage Mutant Ninja Turtles) (2007)
5255,Mr. Bean's Holiday (2007)
5256,Alvin and the Chipmunks (2007)
5257,Futurama: The Beast with a Billion Backs (2008)
5258,John Adams (2008)
5259,Australia (2008)
5260,Ponyo (Gake no ue no Ponyo) (2008)
5261,Futurama: Into the Wild Green Yonder (2009)
5262,Confessions of a Shopaholic (2009)
5263,Orphan (2009)
5264,"Princess and the Pirate, The (1944)"
5265,"Lovely Bones, The (2009)"
5266,Invictus (2009)
5267,12 Angry Men (1997)
5268,Winter's Bone (2010)
5269,"American, The (2010)"
5270,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)"
5271,Mildred Pierce (2011)
5272,"Ides of March, The (2011)"
5273,Gigi (1949)
5274,Puss in Boots (2011)
5275,"Very Potter Sequel, A (2010)"
5276,Beasts of the Southern Wild (2012)
5277,Lincoln (2012)
5278,The Blue Lagoon (1949)
5279,Knockaround Guys (2002)
5280,Capturing the Friedmans (2003)
5281,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)"
5282,"Great White Hype, The (1996)"
5283,Free Willy 2: The Adventure Home (1995)
5284,For Love or Money (1993)
5285,"Hate (Haine, La) (1995)"
5286,"Doom Generation, The (1995)"
5287,Love and a .45 (1994)
5288,Stalingrad (1993)
5289,"Cement Garden, The (1993)"
5290,Gridlock'd (1997)
5291,Schizopolis (1996)
5292,Desperate Measures (1998)
5293,My Own Private Idaho (1991)
5294,"Fast, Cheap & Out of Control (1997)"
5295,Artemisia (1997)
5296,"Big One, The (1997)"
5297,Hamlet (1948)
5298,"Last Temptation of Christ, The (1988)"
5299,Lolita (1997)
5300,Marnie (1964)
5301,"Impostors, The (1998)"
5302,"Color of Money, The (1986)"
5303,Dangerous Beauty (1998)
5304,Get Real (1998)
5305,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
5306,"Dinner Game, The (Dîner de cons, Le) (1998)"
5307,"Acid House, The (1998)"
5308,All That Jazz (1979)
5309,Bringing Out the Dead (1999)
5310,Train of Life (Train de vie) (1998)
5311,Liberty Heights (1999)
5312,"War Zone, The (1999)"
5313,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
5314,Chain of Fools (2000)
5315,Retroactive (1997)
5316,Mystery Train (1989)
5317,Hamlet (2000)
5318,Jesus' Son (1999)
5319,"Blood In, Blood Out (1993)"
5320,About Adam (2000)
5321,"Art of War, The (2000)"
5322,Skipped Parts (2000)
5323,"Watcher, The (2000)"
5324,Girlfight (2000)
5325,Stranger Than Paradise (1984)
5326,Get Carter (1971)
5327,"Ladies Man, The (2000)"
5328,Malèna (2000)
5329,Quills (2000)
5330,"Everlasting Piece, An (2000)"
5331,Antitrust (2001)
5332,Masters of the Universe (1987)
5333,"Million Dollar Hotel, The (2001)"
5334,Vatel (2000)
5335,"Price of Milk, The (2000)"
5336,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)"
5337,Of Mice and Men (1939)
5338,Krull (1983)
5339,Angel Eyes (2001)
5340,"Fast Food, Fast Women (2000)"
5341,"Man Who Cried, The (2000)"
5342,Forgotten Silver (1996)
5343,Lost and Delirious (2001)
5344,Salvador (1986)
5345,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981)
5346,Made (2001)
5347,New York Stories (1989)
5348,Brother (2000)
5349,Hedwig and the Angry Inch (2000)
5350,Bread and Tulips (Pane e tulipani) (2000)
5351,Original Sin (2001)
5352,"Deep End, The (2001)"
5353,"Glass House, The (2001)"
5354,Quadrophenia (1979)
5355,Hearts in Atlantis (2001)
5356,"Big Red One, The (1980)"
5357,My First Mister (2001)
5358,High Heels and Low Lifes (2001)
5359,Tape (2001)
5360,Novocaine (2001)
5361,Jabberwocky (1977)
5362,Subway (1985)
5363,"Affair of the Necklace, The (2001)"
5364,Lantana (2001)
5365,Impostor (2002)
5366,Seconds (1966)
5367,Rare Birds (2001)
5368,"Scotland, Pa. (2001)"
5369,How to Kill Your Neighbor's Dog (2000)
5370,"Big Bird Cage, The (1972)"
5371,Human Nature (2001)
5372,Jason X (2002)
5373,Dogtown and Z-Boyz (2001)
5374,Deuces Wild (2002)
5375,"Believer, The (2001)"
5376,"Dangerous Lives of Altar Boys, The (2002)"
5377,Gangster No. 1 (2000)
5378,Dark Blue World (Tmavomodrý svet) (2001)
5379,Caveman (1981)
5380,Who Is Cletis Tout? (2001)
5381,Red Beard (Akahige) (1965)
5382,Rollerball (1975)
5383,Ballistic: Ecks vs. Sever (2002)
5384,Trapped (2002)
5385,Invincible (2001)
5386,Valmont (1989)
5387,"Rules of Attraction, The (2002)"
5388,White Oleander (2002)
5389,Auto Focus (2002)
5390,Naqoyqatsi (2002)
5391,My Dinner with André (1981)
5392,Femme Fatale (2002)
5393,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)"
5394,Heavy Metal 2000 (2000)
5395,Love Liza (2002)
5396,Amen. (2002)
5397,Lost in La Mancha (2002)
5398,Ordinary Decent Criminal (2000)
5399,Open Hearts (Elsker dig for evigt) (2002)
5400,Laurel Canyon (2002)
5401,"Safety of Objects, The (2001)"
5402,"Core, The (2003)"
5403,Levity (2003)
5404,Bulletproof Monk (2003)
5405,People I Know (2002)
5406,Blue Car (2002)
5407,"Dancer Upstairs, The (2002)"
5408,"Shape of Things, The (2003)"
5409,"Anarchist Cookbook, The (2002)"
5410,"Mondays in the Sun (Lunes al sol, Los) (2002)"
5411,Scorched (2003)
5412,And Now... Ladies and Gentlemen... (2002)
5413,THX 1138 (1971)
5414,Revolution OS (2001)
5415,Autumn Spring (Babí léto) (2001)
5416,Pieces of April (2003)
5417,Elephant (2003)
5418,Shattered Glass (2003)
5419,"Dernier Combat, Le (Last Battle, The) (1983)"
5420,Europa (Zentropa) (1991)
5421,Slacker (1991)
5422,Things You Can Tell Just by Looking at Her (2000)
5423,An Amazing Couple (2002)
5424,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003)
5425,Wilbur Wants to Kill Himself (2002)
5426,Mad Dog and Glory (1993)
5427,Godsend (2004)
5428,"China Syndrome, The (1979)"
5429,Mean Streets (1973)
5430,Wild America (1997)
5431,Running Scared (1986)
5432,Avalanche (1978)
5433,Carnosaur 2 (1995)
5434,Assault on Precinct 13 (1976)
5435,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005)
5436,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007)
5437,"Room, The (2003)"
5438,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009)
5439,Fullmetal Alchemist: The Sacred Star of Milos (2011)
5440,Jobs (2013)
5441,Evangelion: 3.0 You Can (Not) Redo (2012)
5442,Non-Stop (2014)
5443,Under the Skin (2013)
5444,Maze Runner: Scorch Trials (2015)
5445,Black Panther (2017)
5446,The Stanford Prison Experiment (2015)
5447,Blue Exorcist: The Movie (2012)
5448,Bakuman (2015)
5449,Gintama: The Final Chapter - Be Forever Yorozuya (2013)
5450,Kingsglaive: Final Fantasy XV (2016)
5451,Kizumonogatari Part 1: Tekketsu (2016)
5452,Steins;Gate the Movie: The Burden of Déjà vu (2013)
5453,13th (2016)
5454,The Thinning (2016)
5455,While You Were Fighting: A Thor Mockumentary (2016)
5456,A Silent Voice (2016)
5457,Kizumonogatari II: Passionate Blood (2016)
5458,Kizumonogatari III: Cold Blood (2017)
5459,Betting on Zero (2016)
5460,Tickling Giants (2017)
5461,Tokyo Idols (2017)
5462,Unedited Footage of a Bear (2014)
5463,The Emoji Movie (2017)
5464,Shot Caller (2017)
5465,Sword Art Online The Movie: Ordinal Scale (2017)
5466,"The Night Is Short, Walk on Girl (2017)"
5467,"Fireworks, Should We See It from the Side or the Bottom? (2017)"
5468,Paddington 2 (2017)
5469,The Disaster Artist (2017)
5470,The Post (2017)
5471,The Greatest Showman (2017)
5472,Ferdinand (2017)
5473,Too Funny to Fail: The Life and Death of The Dana Carvey Show (2017)
5474,The Clapper (2018)
5475,Fullmetal Alchemist 2018 (2017)
5476,Mission: Impossible - Fallout (2018)
5477,Gintama (2017)
5478,Gintama: The Movie (2010)
5479,anohana: The Flower We Saw That Day - The Movie (2013)
5480,Silver Spoon (2014)
5481,Love Live! The School Idol Movie (2015)
5482,Jon Stewart Has Left the Building (2015)
5483,Black Butler: Book of the Atlantic (2017)
5484,No Game No Life: Zero (2017)
5485,Flint (2017)
5486,Bungo Stray Dogs: Dead Apple (2018)
5487,"I Love You, I Love You Not (1996)"
5488,Music From Another Room (1998)
5489,Problem Child 2 (1991)
5490,"Santa Clause 2, The (2002)"
5491,Around the World in 80 Days (1956)
5492,Blackbeard's Ghost (1968)
5493,"Lady Vanishes, The (1938)"
5494,"Stepford Wives, The (1975)"
5495,Westworld (1973)
5496,"Verdict, The (1982)"
5497,"Bell, Book and Candle (1958)"
5498,Sarafina! (1992)
5499,Fantastic Voyage (1966)
5500,When Worlds Collide (1951)
5501,Dragonslayer (1981)
5502,"Oh, God! (1977)"
5503,In Like Flint (1967)
5504,Our Man Flint (1965)
5505,Robin and Marian (1976)
5506,Clash of the Titans (1981)
5507,I Stand Alone (Seul contre tous) (1998)
5508,Perfect Blue (1997)
5509,Kagemusha (1980)
5510,Carnival of Souls (1962)
5511,"Great Silence, The (Grande silenzio, Il) (1969)"
5512,Shogun Assassin (1980)
5513,Thesis (Tesis) (1996)
5514,Visitor Q (Bizita Q) (2001)
5515,Cinemania (2002)
5516,Wild at Heart (1990)
5517,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)"
5518,Ken Park (2002)
5519,Infernal Affairs (Mou gaan dou) (2002)
5520,White Heat (1949)
5521,Manufacturing Consent: Noam Chomsky and the Media (1992)
5522,Tokyo Godfathers (2003)
5523,Scarface (1932)
5524,Fury (1936)
5525,Onibaba (1964)
5526,Sonatine (Sonachine) (1993)
5527,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002)
5528,"Yes Men, The (2003)"
5529,Azumi (2003)
5530,DiG! (2004)
5531,Outfoxed: Rupert Murdoch's War on Journalism (2004)
5532,Memories of Murder (Salinui chueok) (2003)
5533,"Sword of Doom, The (Dai-bosatsu tôge) (1966)"
5534,Palindromes (2004)
5535,Dear Wendy (2005)
5536,3 Extremes (Three... Extremes) (Saam gaang yi) (2004)
5537,Why We Fight (2005)
5538,Manderlay (2005)
5539,Edmond (2005)
5540,Fuck (2005)
5541,Inland Empire (2006)
5542,Oliver! (1968)
5543,Tea with Mussolini (1999)
5544,"Bad Seed, The (1956)"
5545,Inherit the Wind (1960)
5546,Kicking and Screaming (1995)
5547,Heidi Fleiss: Hollywood Madam (1995)
5548,"Awfully Big Adventure, An (1995)"
5549,Beyond Rangoon (1995)
5550,Love & Human Remains (1993)
5551,Death and the Maiden (1994)
5552,My Crazy Life (Mi vida loca) (1993)
5553,What Happened Was... (1994)
5554,Song of the Little Road (Pather Panchali) (1955)
5555,"Hush... Hush, Sweet Charlotte (1964)"
5556,Citizen Ruth (1996)
5557,Kissed (1996)
5558,Shooting Fish (1997)
5559,Until the End of the World (Bis ans Ende der Welt) (1991)
5560,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)"
5561,Otello (1986)
5562,Dying Young (1991)
5563,Solas (1999)
5564,"Invisible Man, The (1933)"
5565,Avalon (1990)
5566,"Vanishing, The (1993)"
5567,Dressed to Kill (1980)
5568,"Son of the Bride (Hijo de la novia, El) (2001)"
5569,Delta of Venus (1995)
5570,Heaven's Prisoners (1996)
5571,Shadow Conspiracy (1997)
5572,Your Friends and Neighbors (1998)
5573,Run Silent Run Deep (1958)
5574,"Loss of Sexual Innocence, The (1999)"
5575,Iron Eagle (1986)
5576,Sweet and Lowdown (1999)
5577,"Innocent Man, An (1989)"
5578,Comedian (2002)
5579,"Door in the Floor, The (2004)"
5580,Vanity Fair (2004)
5581,United 93 (2006)
5582,Margot at the Wedding (2007)
5583,"Band's Visit, The (Bikur Ha-Tizmoret) (2007)"
5584,All Over the Guy (2001)
5585,"Bad News Bears, The (1976)"
5586,"Banger Sisters, The (2002)"
5587,Bring It On Again (2004)
5588,Bad News Bears (2005)
5589,American Dreamz (2006)
5590,Because I Said So (2007)
5591,Alone in the Dark II (2008)
5592,When Night Is Falling (1995)
5593,Go Fish (1994)
5594,Spanking the Monkey (1994)
5595,"Run of the Country, The (1995)"
5596,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)"
5597,Female Perversions (1996)
5598,"Rapture, The (1991)"
5599,"Clan of the Cave Bear, The (1986)"
5600,"Ipcress File, The (1965)"
5601,"Quest for Fire (Guerre du feu, La) (1981)"
5602,Stealing Home (1988)
5603,"Way We Were, The (1973)"
5604,American Flyers (1985)
5605,The Year My Voice Broke (1987)
5606,Turtle Diary (1985)
5607,Eyes of Laura Mars (1978)
5608,Dersu Uzala (1975)
5609,"Prince of Tides, The (1991)"
5610,Magnum Force (1973)
5611,Coming Home (1978)
5612,American Pop (1981)
5613,Bronco Billy (1980)
5614,Intact (Intacto) (2001)
5615,Exorcist: The Beginning (2004)
5616,Addams Family Reunion (1998)
5617,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002)
5618,Tell No One (Ne le dis à personne) (2006)
5619,Diary of the Dead (2007)
5620,"Girl Next Door, The (2007)"
5621,Kung Fu Panda: Secrets of the Furious Five (2008)
5622,South Park: Imaginationland (2008)
5623,Rubber (2010)
5624,Amer (2009)
5625,"Cove, The (2009)"
5626,Darkest Hour (2017)
5627,Ready Player One
5628,A Quiet Place (2018)
5629,Millennium (1989)
5630,Babylon 5: A Call to Arms (1999)
5631,Babylon 5: The River of Souls (1998)
5632,Babylon 5: Thirdspace (1998)
5633,"Order, The (2001)"
5634,Babylon 5
5635,Babylon 5: The Gathering (1993)
5636,"Water Horse: Legend of the Deep, The (2007)"
5637,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002)
5638,Babylon 5: The Lost Tales - Voices in the Dark (2007)
5639,Fire and Ice (2008)
5640,Cargo (2009)
5641,Escape from Planet Earth (2013)
5642,"Day of the Doctor, The (2013)"
5643,Doctor Who: The Time of the Doctor (2013)
5644,Dragonheart 2: A New Beginning (2000)
5645,Paradox (2010)
5646,In the Name of the King III (2014)
5647,Dragonheart 3: The Sorcerer's Curse (2015)
5648,Ruby Red (2013)
5649,Doctor Who: The Waters of Mars (2009)
5650,Dragons: Gift of the Night Fury (2011)
5651,Doctor Who: Last Christmas (2014)
5652,"Doctor Who: The Doctor, the Widow and the Wardrobe (2011)"
5653,Doctor Who: A Christmas Carol (2010)
5654,Doctor Who: Planet of the Dead (2009)
5655,Doctor Who: The Next Doctor (2008)
5656,Doctor Who: Voyage Of The Damned (2007)
5657,Doctor Who: The Runaway Bride (2007)
5658,Doctor Who: The Husbands of River Song (2015)
5659,A Midsummer Night's Dream (2016)
5660,Sapphire Blue (2014)
5661,Emerald Green (2016)
5662,The Shape of Water (2017)
5663,Battle Planet (2008)
5664,Iron Soldier (2010)
5665,Attack the Block (2011)
5666,Submarine (2010)
5667,"Art of Getting By, The (2011)"
5668,"Selfish Giant, The (2013)"
5669,Oldboy (2013)
5670,Sin City: A Dame to Kill For (2014)
5671,The Edge of Seventeen (2016)
5672,Beauty and the Beast (2017)
5673,Gifted (2017)
5674,Logan Lucky (2017)
5675,The Dark Tower (2017)
5676,Bright (2017)
5677,Isle of Dogs (2018)
5678,Mamma Mia: Here We Go Again! (2018)
5679,Final Destination 3 (2006)
5680,[REC] (2007)
5681,13 Assassins (Jûsan-nin no shikaku) (2010)
5682,Cold Fish (Tsumetai nettaigyo) (2010)
5683,Once Upon a Time... When We Were Colored (1995)
5684,The Jane Austen Book Club (2007)
5685,"Women, The (1939)"
5686,She's Gotta Have It (1986)
5687,"Unsinkable Molly Brown, The (1964)"
5688,Mixed Nuts (1994)
5689,Cabin Boy (1994)
5690,"Cowboy Way, The (1994)"
5691,Even Cowgirls Get the Blues (1993)
5692,No Escape (1994)
5693,Rising Sun (1993)
5694,Chasers (1994)
5695,Solo (1996)
5696,Fled (1996)
5697,Gone Fishin' (1997)
5698,"Apple Dumpling Gang, The (1975)"
5699,"Old Man and the Sea, The (1958)"
5700,Drop Dead Fred (1991)
5701,Out to Sea (1997)
5702,Steel (1997)
5703,Leave It to Beaver (1997)
5704,Fire Down Below (1997)
5705,Deceiver (1997)
5706,Critical Care (1997)
5707,Red Corner (1997)
5708,Mr. Magoo (1997)
5709,Tarzan and the Lost City (1998)
5710,Clockwatchers (1997)
5711,Going My Way (1944)
5712,In Search of the Castaways (1962)
5713,Air Bud: Golden Receiver (1998)
5714,Heart Condition (1990)
5715,Red Sonja (1985)
5716,Police Academy 5: Assignment: Miami Beach (1988)
5717,Soul Man (1986)
5718,Firewalker (1986)
5719,Alligator (1980)
5720,Earthquake (1974)
5721,Beyond the Poseidon Adventure (1979)
5722,No Mercy (1986)
5723,Haunted Honeymoon (1986)
5724,Iron Eagle II (1988)
5725,Bustin' Loose (1981)
5726,Daddy Long Legs (1919)
5727,Boiling Point (1993)
5728,Let's Get Harry (1986)
5729,She-Devil (1989)
5730,Captain Horatio Hornblower R.N. (1951)
5731,"Crimson Pirate, The (1952)"
5732,Death Wish 2 (1982)
5733,Death Wish 3 (1985)
5734,Death Wish 4: The Crackdown (1987)
5735,Death Wish 5: The Face of Death (1994)
5736,Arthur (1981)
5737,"Postman Always Rings Twice, The (1981)"
5738,"6th Man, The (Sixth Man, The) (1997)"
5739,Hard Rain (1998)
5740,"Night at the Roxbury, A (1998)"
5741,Pokémon: The First Movie (1998)
5742,3 Ninjas Kick Back (1994)
5743,Kung Pow: Enter the Fist (2002)
5744,Club Dread (2004)
5745,Mask (1985)
5746,Elektra (2005)
5747,Family Guy Presents Stewie Griffin: The Untold Story (2005)
5748,Doom (2005)
5749,"Matador, The (2005)"
5750,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)"
5751,Wordplay (2006)
5752,Daddy Day Camp (2007)
5753,"Ten, The (2007)"
5754,"Comebacks, The (2007)"
5755,Hitman (2007)
5756,Hamlet 2 (2008)
5757,Disaster Movie (2008)
5758,Underworld (1996)
5759,Girls Just Want to Have Fun (1985)
5760,"Mummy: Tomb of the Dragon Emperor, The (2008)"
5761,Rachel Getting Married (2008)
5762,W. (2008)
5763,Beverly Hills Chihuahua (2008)
5764,Punisher: War Zone (2008)
5765,Peggy Sue Got Married (1986)
5766,Matewan (1987)
5767,"Grapes of Wrath, The (1940)"
5768,Twelve O'Clock High (1949)
5769,How to Get Ahead in Advertising (1989)
5770,Smokey and the Bandit III (1983)
5771,Every Which Way But Loose (1978)
5772,I Am Trying to Break Your Heart (2002)
5773,Wait Until Dark (1967)
5774,Paper Moon (1973)
5775,"Night of the Hunter, The (1955)"
5776,"Public Enemy, The (1931)"
5777,Stagecoach (1939)
5778,High Sierra (1941)
5779,"Goodbye, Mr. Chips (1939)"
5780,I Am a Fugitive from a Chain Gang (1932)
5781,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003)
5782,Control Room (2004)
5783,Little Caesar (1931)
5784,Stage Door (1937)
5785,Silver Streak (1976)
5786,Intimate Strangers (Confidences trop intimes) (2004)
5787,Red Lights (Feux rouges) (2004)
5788,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)"
5789,Riding Giants (2004)
5790,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004)
5791,Beyond the Sea (2004)
5792,"Assassination of Richard Nixon, The (2004)"
5793,Nobody Knows (Dare mo shiranai) (2004)
5794,Purple Butterfly (Zi hudie) (2003)
5795,Uncle Nino (2003)
5796,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004)
5797,Gunner Palace (2004)
5798,"Ballad of Jack and Rose, The (2005)"
5799,Electra Glide in Blue (1973)
5800,Brothers (Brødre) (2004)
5801,Mr. & Mrs. Smith (1941)
5802,"Adventures of Pluto Nash, The (2002)"
5803,Banana Joe (1981)
5804,House of 1000 Corpses (2003)
5805,Soul Plane (2004)
5806,Gone in 60 Seconds (1974)
5807,Johnny Stecchino (1991)
5808,Superhero Movie (2008)
5809,Gomorrah (Gomorra) (2008)
5810,"Divo, Il (2008)"
5811,"First Beautiful Thing, The (La prima cosa bella) (2010)"
5812,Bullet to the Head (2012)
5813,New Year's Eve (2011)
5814,Rock of Ages (2012)
5815,"Immature, The (Immaturi) (2011)"
5816,Piranha 3DD (a.k.a. Piranha DD) (2012)
5817,Marley (2012)
5818,Killing Them Softly (2012)
5819,Phil Spector (2013)
5820,"Bling Ring, The (2013)"
5821,"Little Shop of Horrors, The (1960)"
5822,"Fugitive, The (1947)"
5823,Madame Sousatzka (1988)
5824,"Howling, The (1980)"
5825,Tales from the Darkside: The Movie (1990)
5826,"Mummy, The (1932)"
5827,Meatballs III (1987)
5828,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
5829,Trust (1990)
5830,Phantoms (1998)
5831,Almost Heroes (1998)
5832,Stepmom (1998)
5833,Pet Sematary II (1992)
5834,Children of the Corn II: The Final Sacrifice (1993)
5835,On Any Sunday (1971)
5836,Porky's (1982)
5837,Sleepaway Camp (1983)
5838,Say It Isn't So (2001)
5839,Tomcats (2001)
5840,Short Circuit 2 (1988)
5841,Sidewalks of New York (2001)
5842,Wagons East (1994)
5843,Ernest Goes to Jail (1990)
5844,Malibu's Most Wanted (2003)
5845,Mr. Baseball (1992)
5846,Camp Nowhere (1994)
5847,Jeepers Creepers 2 (2003)
5848,Billabong Odyssey (2003)
5849,Madhouse (1990)
